,member_id,book_id,checkout_date,first_name,last_name,grade,neighborhood,membership_status,join_date,genre,pages,publication_year,publisher,checkout_id,return_date,books_borrowed
74,1076,501,2025-06-05,Dina,Wahba,7.0,Shubra,Active,2025-12-13,Adventure,128,2017.0,Nile Press,9369.0,,7.0
75,1018,501,2024-09-05,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,Adventure,128,2017.0,Nile Press,9378.0,2024-09-21,17.0
76,1062,501,2024-12-18,Tarek,Adel,7.0,Zamalek,Active,2023-01-22,Adventure,128,2017.0,Nile Press,9379.0,2024-12-26,7.0
77,1070,501,2024-07-11,Ahmed,Zaki,9.0,Zamalek,Active,2025-07-22,Adventure,128,2017.0,Nile Press,9383.0,2024-07-31,3.0
78,1008,502,2025-06-12,Ziad,Saleh,8.0,Maadi,active,2025-10-28,Adventure,109,2018.0,Delta House,9064.0,2025-06-21,19.0
79,1017,502,2025-08-25,Adam,Badr,9.0,Maadi,Active,2025-07-12,Adventure,109,2018.0,Delta House,9081.0,2025-09-17,2.0
80,1010,502,2024-10-05,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,Adventure,109,2018.0,Delta House,9102.0,,18.0
81,1034,502,2025-12-16,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,Adventure,109,2018.0,Delta House,9115.0,2026-01-15,25.0
82,1034,502,2024-08-11,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,Adventure,109,2018.0,Delta House,9187.0,,25.0
83,1030,502,2025-12-04,Reem,Osman,,Nasr City,Active,2025-04-01,Adventure,109,2018.0,Delta House,9190.0,2025-12-18,16.0
84,1079,502,2024-03-09,Rana,Osman,8.0,Shubra,Active,2024-10-27,Adventure,109,2018.0,Delta House,9354.0,2024-03-18,10.0
85,1018,503,2025-08-04,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,Historical,259,,Nile Press,9023.0,2025-08-27,17.0
86,1018,503,2024-10-07,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,Historical,259,,Nile Press,9044.0,,17.0
87,1003,503,2024-03-25,Bassel,Hegazy,6.0,Maadi,Active,2025-04-23,Historical,259,,Nile Press,9071.0,2024-04-09,9.0
88,1024,503,2025-09-04,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,Historical,259,,Nile Press,9130.0,2025-09-17,17.0
89,1032,503,2025-02-13,Nada,Zaki,7.0,Nasr City,Active,2025-10-19,Historical,259,,Nile Press,9156.0,2025-03-14,6.0
90,1028,503,2025-12-24,Hassan,Adel,9.0,Nasr City,Active,2025-11-12,Historical,259,,Nile Press,9167.0,2026-01-02,3.0
91,1047,503,2025-06-16,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,Historical,259,,Nile Press,9268.0,2025-07-14,16.0
92,1079,503,2024-06-23,Rana,Osman,8.0,Shubra,Active,2024-10-27,Historical,259,,Nile Press,9366.0,2024-07-23,10.0
93,1005,505,2024-01-26,Youssef,Halim,9.0,Maadi,Active,2024-05-05,Historical,216,2024.0,Oasis Books,9043.0,2024-02-04,3.0
94,1016,505,2025-04-28,Dina,Rashad,8.0,Maadi,Active,2023-04-24,Historical,216,2024.0,Oasis Books,9061.0,2025-05-20,7.0
95,1010,505,2024-06-14,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,Historical,216,2024.0,Oasis Books,9069.0,2024-07-10,18.0
96,1024,505,2024-09-24,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,Historical,216,2024.0,Oasis Books,9107.0,2024-10-12,17.0
97,1034,505,2025-12-16,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,Historical,216,2024.0,Oasis Books,9131.0,2025-12-25,25.0
98,1027,505,2024-08-05,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,Historical,216,2024.0,Oasis Books,9191.0,2024-08-29,18.0
99,1050,505,2024-01-09,Fares,Adel,6.0,Heliopolis,inactive,2025-09-10,Historical,216,2024.0,Oasis Books,9222.0,2024-02-01,11.0
100,1080,505,2024-08-05,Bassel,Wahba,9.0,Shubra,Active,2023-12-28,Historical,216,2024.0,Oasis Books,9374.0,2024-08-12,2.0
101,1022,506,2025-04-28,Youssef,Fouad,7.0,Maadi,Active,2025-02-28,Friendship,183,,Nile Press,9009.0,2025-05-04,6.0
102,1016,506,2024-04-15,Dina,Rashad,8.0,Maadi,Active,2023-04-24,Friendship,183,,Nile Press,9020.0,2024-05-04,7.0
103,1018,506,2025-04-21,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,Friendship,183,,Nile Press,9026.0,2025-05-04,17.0
104,1007,506,2024-07-15,Sherif,Fouad,6.0,Maadi,Active,2025-08-18,Friendship,183,,Nile Press,9038.0,2024-08-12,3.0
105,1010,506,2025-02-22,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,Friendship,183,,Nile Press,9041.0,2025-03-19,18.0
106,1018,506,2025-10-10,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,Friendship,183,,Nile Press,9099.0,2025-11-09,17.0
107,1030,506,2024-05-14,Reem,Osman,,Nasr City,Active,2025-04-01,Friendship,183,,Nile Press,9110.0,2024-05-30,16.0
108,1024,506,2025-06-13,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,Friendship,183,,Nile Press,9127.0,,17.0
109,1034,506,2025-01-12,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,Friendship,183,,Nile Press,9135.0,2025-01-28,25.0
110,1047,506,2025-06-05,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,Friendship,183,,Nile Press,9202.0,2025-07-03,16.0
111,1057,506,2024-02-20,Ahmed,Fahmy,8.0,Heliopolis,Active,2024-01-12,Friendship,183,,Nile Press,9204.0,2024-03-15,10.0
112,1047,506,2025-05-13,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,Friendship,183,,Nile Press,9219.0,2025-06-07,16.0
113,1047,506,2024-03-12,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,Friendship,183,,Nile Press,9278.0,2024-04-02,16.0
114,1068,506,2025-12-01,Layla,Hegazy,8.0,Zamalek,Inactive,2025-02-24,Friendship,183,,Nile Press,9312.0,,6.0
115,1018,507,2025-06-26,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,Science,160,2024.0,Nile Press,9006.0,2025-07-01,17.0
116,1008,507,2025-03-15,Ziad,Saleh,8.0,Maadi,active,2025-10-28,Science,160,2024.0,Nile Press,9007.0,2025-03-31,19.0
117,1010,507,2025-09-02,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,Science,160,2024.0,Nile Press,9015.0,2025-09-14,18.0
118,1010,507,2025-11-14,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,Science,160,2024.0,Nile Press,9022.0,2025-12-03,18.0
119,1010,507,2025-01-27,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,Science,160,2024.0,Nile Press,9024.0,2025-02-09,18.0
120,1017,507,2025-01-19,Adam,Badr,9.0,Maadi,Active,2025-07-12,Science,160,2024.0,Nile Press,9028.0,2025-01-28,2.0
121,1005,507,2025-03-07,Youssef,Halim,9.0,Maadi,Active,2024-05-05,Science,160,2024.0,Nile Press,9029.0,2025-03-29,3.0
122,1018,507,2025-03-09,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,Science,160,2024.0,Nile Press,9030.0,,17.0
123,1007,507,2024-10-11,Sherif,Fouad,6.0,Maadi,Active,2025-08-18,Science,160,2024.0,Nile Press,9047.0,2024-10-24,3.0
124,1008,507,2024-01-05,Ziad,Saleh,8.0,Maadi,active,2025-10-28,Science,160,2024.0,Nile Press,9067.0,2024-01-29,19.0
125,1010,507,2025-06-22,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,Science,160,2024.0,Nile Press,9089.0,2025-07-22,18.0
126,1016,507,2025-02-18,Dina,Rashad,8.0,Maadi,Active,2023-04-24,Science,160,2024.0,Nile Press,9090.0,2025-03-04,7.0
127,1019,507,2025-03-20,Mostafa,Wahba,6.0,Maadi,Inactive,2024-07-20,Science,160,2024.0,Nile Press,9092.0,2025-03-27,3.0
128,1008,507,2025-03-22,Ziad,Saleh,8.0,Maadi,active,2025-10-28,Science,160,2024.0,Nile Press,9093.0,2025-04-19,19.0
129,1002,507,2024-06-25,Fares,Saleh,9.0,Maadi,Active,,Science,160,2024.0,Nile Press,9095.0,2024-07-07,2.0
130,1018,507,2024-05-15,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,Science,160,2024.0,Nile Press,9104.0,,17.0
131,1024,507,2025-02-02,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,Science,160,2024.0,Nile Press,9108.0,2025-02-27,17.0
132,1027,507,2024-06-26,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,Science,160,2024.0,Nile Press,9113.0,2024-07-08,18.0
133,1030,507,2024-05-12,Reem,Osman,,Nasr City,Active,2025-04-01,Science,160,2024.0,Nile Press,9118.0,,16.0
134,1032,507,2025-02-09,Nada,Zaki,7.0,Nasr City,Active,2025-10-19,Science,160,2024.0,Nile Press,9149.0,2025-02-18,6.0
135,1024,507,2025-10-14,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,Science,160,2024.0,Nile Press,9150.0,2025-10-24,17.0
136,1034,507,2024-12-02,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,Science,160,2024.0,Nile Press,9164.0,2024-12-12,25.0
137,1027,507,2025-05-23,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,Science,160,2024.0,Nile Press,9171.0,2025-06-19,18.0
138,1023,507,2025-05-11,Hassan,Rashad,8.0,Nasr City,Inactive,,Science,160,2024.0,Nile Press,9188.0,2025-06-08,1.0
139,1032,507,2025-12-08,Nada,Zaki,7.0,Nasr City,Active,2025-10-19,Science,160,2024.0,Nile Press,9189.0,2025-12-16,6.0
140,1024,507,2025-02-22,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,Science,160,2024.0,Nile Press,9195.0,2025-03-17,17.0
141,1044,507,2025-09-11,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,Science,160,2024.0,Nile Press,9210.0,2025-09-29,21.0
142,1044,507,2025-04-28,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,Science,160,2024.0,Nile Press,9211.0,2025-05-25,21.0
143,1044,507,2024-02-07,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,Science,160,2024.0,Nile Press,9215.0,,21.0
144,1047,507,2025-08-04,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,Science,160,2024.0,Nile Press,9220.0,,16.0
145,1052,507,2024-09-02,Retaj,Adel,7.0,Heliopolis,Active,2025-06-07,Science,160,2024.0,Nile Press,9236.0,2024-09-29,1.0
146,1050,507,2025-04-23,Fares,Adel,6.0,Heliopolis,inactive,2025-09-10,Science,160,2024.0,Nile Press,9244.0,2025-05-06,11.0
147,1044,507,2025-08-05,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,Science,160,2024.0,Nile Press,9250.0,2025-08-23,21.0
148,1046,507,2024-06-09,Amir,Fouad,7.0,HELIOPOLIS,Active,2025-12-11,Science,160,2024.0,Nile Press,9251.0,,1.0
149,1058,507,2025-06-15,Lina,Mansour,8.0,Heliopolis,active,2025-07-20,Science,160,2024.0,Nile Press,9253.0,2025-07-10,3.0
150,1059,507,2025-02-01,Lina,Halim,7.0,Heliopolis,Active,2024-01-06,Science,160,2024.0,Nile Press,9264.0,2025-02-13,7.0
151,1054,507,2025-01-26,Retaj,Fahmy,6.0,Heliopolis,Inactive,2024-03-21,Science,160,2024.0,Nile Press,9269.0,2025-01-31,6.0
152,1047,507,2025-09-21,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,Science,160,2024.0,Nile Press,9275.0,2025-10-08,16.0
153,1072,507,2024-08-09,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,Science,160,2024.0,Nile Press,9286.0,2024-08-16,14.0
154,1067,507,2024-11-26,Aya,Ibrahim,7.0,Zamalek,Inactive,2024-07-03,Science,160,2024.0,Nile Press,9294.0,,3.0
155,1065,507,2025-06-18,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,Science,160,2024.0,Nile Press,9298.0,2025-07-11,17.0
156,1061,507,2024-06-22,Ziad,Fahmy,9.0,zamalek,Inactive,2023-04-27,Science,160,2024.0,Nile Press,9302.0,,8.0
157,1065,507,2025-06-26,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,Science,160,2024.0,Nile Press,9311.0,2025-07-09,17.0
158,1068,507,2024-12-13,Layla,Hegazy,8.0,Zamalek,Inactive,2025-02-24,Science,160,2024.0,Nile Press,9313.0,2024-12-19,6.0
159,1061,507,2024-01-26,Ziad,Fahmy,9.0,zamalek,Inactive,2023-04-27,Science,160,2024.0,Nile Press,9317.0,2024-02-09,8.0
160,1065,507,2025-12-20,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,Science,160,2024.0,Nile Press,9334.0,2026-01-05,17.0
161,1065,507,2025-12-20,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,Science,160,2024.0,Nile Press,9334.0,2026-01-05,17.0
162,1076,507,2024-09-12,Dina,Wahba,7.0,Shubra,Active,2025-12-13,Science,160,2024.0,Nile Press,9344.0,,7.0
163,1075,507,2025-02-03,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,Science,160,2024.0,Nile Press,9345.0,2025-03-01,9.0
164,1079,507,2024-03-08,Rana,Osman,8.0,Shubra,Active,2024-10-27,Science,160,2024.0,Nile Press,9362.0,2024-04-07,10.0
165,1079,507,2024-12-23,Rana,Osman,8.0,Shubra,Active,2024-10-27,Science,160,2024.0,Nile Press,9363.0,2025-01-15,10.0
166,1079,507,2024-03-19,Rana,Osman,8.0,Shubra,Active,2024-10-27,Science,160,2024.0,Nile Press,9367.0,2024-03-28,10.0
167,1034,507,2025-03-25,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,Science,160,2024.0,Nile Press,9377.0,2025-04-06,25.0
168,1079,507,2025-05-30,Rana,Osman,8.0,Shubra,Active,2024-10-27,Science,160,2024.0,Nile Press,9381.0,2025-06-18,10.0
169,1076,507,2025-02-26,Dina,Wahba,7.0,Shubra,Active,2025-12-13,Science,160,2024.0,Nile Press,9382.0,2025-03-08,7.0
170,1079,508,2024-03-20,Rana,Osman,8.0,Shubra,Active,2024-10-27,Science,306,2011.0,Oasis Books,9373.0,2024-04-19,10.0
171,1008,509,2024-01-02,Ziad,Saleh,8.0,Maadi,active,2025-10-28,Mystery,221,2011.0,Nile Press,9037.0,2024-01-22,19.0
172,1010,509,2024-02-28,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,Mystery,221,2011.0,Nile Press,9042.0,,18.0
173,1016,509,2024-12-21,Dina,Rashad,8.0,Maadi,Active,2023-04-24,Mystery,221,2011.0,Nile Press,9065.0,,7.0
174,1034,509,2025-02-23,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,Mystery,221,2011.0,Nile Press,9146.0,2025-03-14,25.0
175,1041,509,2025-03-24,Nada,Rashad,7.0,Nasr City,Active,2024-04-02,Mystery,221,2011.0,Nile Press,9181.0,,2.0
176,1060,509,2024-12-08,Layla,Wahba,7.0,Heliopolis,Active,2024-03-26,Mystery,221,2011.0,Nile Press,9200.0,,2.0
177,1044,509,2025-05-24,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,Mystery,221,2011.0,Nile Press,9255.0,2025-06-13,21.0
178,1047,509,2025-09-02,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,Mystery,221,2011.0,Nile Press,9261.0,2025-09-18,16.0
179,1061,509,2025-12-23,Ziad,Fahmy,9.0,zamalek,Inactive,2023-04-27,Mystery,221,2011.0,Nile Press,9303.0,2026-01-10,8.0
180,1013,510,2024-11-21,Ziad,Fouad,,Maadi,Active,2025-06-27,Mystery,134,2013.0,Cairo Young Readers,9054.0,,2.0
181,1018,510,2024-07-01,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,Mystery,134,2013.0,Cairo Young Readers,9075.0,,17.0
182,1027,510,2024-09-12,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,Mystery,134,2013.0,Cairo Young Readers,9111.0,2024-10-03,18.0
183,1050,510,2024-04-11,Fares,Adel,6.0,Heliopolis,inactive,2025-09-10,Mystery,134,2013.0,Cairo Young Readers,9223.0,2024-05-04,11.0
184,1044,510,2025-02-01,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,Mystery,134,2013.0,Cairo Young Readers,9247.0,2025-02-23,21.0
185,1047,510,2024-12-07,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,Mystery,134,2013.0,Cairo Young Readers,9273.0,2025-01-05,16.0
186,1074,510,2024-08-03,Mostafa,Saleh,8.0,Zamalek,Active,2025-11-21,Mystery,134,2013.0,Cairo Young Readers,9306.0,2024-08-10,2.0
